file_id |01 |02 |03 |04 |05 |06 |07 |08 |
1_44_3.wav |0.7%|32.7%|1.1%|0.9%|7.5%|41.6%|13.3%|2.2%|
1_44_4.wav |2.0%|1.1%|0.2%|9.2%|57.0%|8.3%|21.0%|1.2%|
1_45_0.wav |7.5%|23.3%|30.1%|1.2%|5.9%|7.4%|19.1%|5.7%|
1_45_1.wav |9.0%|13.6%|64.3%|0.4%|1.5%|1.9%|7.0%|2.4%|
1_45_2.wav |4.1%|15.6%|2.6%|2.3%|21.6%|31.5%|13.3%|8.9%|
1_45_3.wav |1.7%|51.7%|12.2%|0.7%|3.0%|11.0%|17.6%|2.1%|
1_45_4.wav |10.5%|5.1%|6.5%|3.7%|29.6%|11.5%|19.7%|13.5%|
1_46_0.wav |0.6%|17.2%|0.4%|1.7%|12.3%|53.7%|4.9%|9.1%|
1_46_1.wav |1.6%|13.5%|0.7%|1.8%|16.7%|48.8%|5.1%|11.8%|
1_46_2.wav |1.3%|5.4%|0.4%|3.4%|28.1%|34.7%|4.2%|22.6%|
1_46_3.wav |0.5%|57.0%|1.9%|0.5%|2.7%|21.2%|15.3%|0.9%|
1_46_4.wav |2.7%|2.7%|0.6%|7.1%|43.7%|17.2%|7.8%|18.2%|
1_47_0.wav |0.5%|23.4%|0.6%|1.3%|8.2%|54.3%|5.8%|6.0%|
1_47_1.wav |0.5%|36.4%|0.8%|0.7%|5.7%|44.6%|9.5%|1.9%|
1_47_2.wav |1.6%|10.6%|0.7%|2.1%|21.3%|47.0%|6.7%|10.1%|
1_47_3.wav |0.3%|39.2%|0.9%|0.9%|4.9%|31.0%|22.1%|0.8%|
1_47_4.wav |3.0%|12.8%|7.7%|1.6%|10.2%|17.2%|5.5%|41.9%|
1_48_0.wav |1.4%|0.7%|0.2%|2.0%|20.1%|9.5%|0.6%|65.5%|
1_48_1.wav |5.6%|1.5%|0.4%|2.4%|38.0%|20.2%|1.2%|30.6%|
1_48_2.wav |1.6%|1.2%|0.2%|3.6%|40.1%|20.2%|1.2%|32.0%|
1_48_3.wav |0.8%|4.1%|0.2%|2.1%|24.4%|41.4%|2.3%|24.7%|
1_48_4.wav |6.9%|1.2%|0.5%|3.1%|40.9%|14.3%|1.4%|31.6%|
1_49_0.wav |13.9%|11.5%|45.2%|0.5%|3.0%|3.8%|2.4%|19.6%|
1_49_1.wav |18.2%|10.6%|29.2%|1.0%|6.9%|6.3%|4.2%|23.6%|
1_49_2.wav |1.4%|25.6%|0.9%|1.0%|10.5%|48.6%|4.8%|7.1%|
1_49_3.wav |1.5%|12.9%|0.6%|1.3%|21.5%|47.2%|11.3%|3.6%|
1_49_4.wav |8.3%|3.5%|1.1%|1.8%|33.5%|24.0%|2.6%|25.2%|
1_50_0.wav |3.4%|4.3%|0.5%|2.7%|35.9%|36.4%|4.5%|12.2%|
1_50_1.wav |9.8%|3.6%|1.5%|3.0%|39.9%|22.3%|6.8%|13.1%|
1_50_2.wav |1.5%|4.8%|0.2%|2.7%|30.3%|48.1%|3.3%|9.1%|
1_50_3.wav |1.1%|9.3%|0.7%|2.4%|16.6%|19.1%|50.1%|0.6%|
1_50_4.wav |3.5%|1.4%|0.4%|7.5%|58.7%|12.6%|11.5%|4.3%|
2_20_0.wav |1.7%|16.3%|0.9%|1.6%|14.2%|51.3%|4.9%|9.1%|
2_20_1.wav |25.0%|3.2%|4.0%|2.2%|35.3%|12.3%|9.5%|8.6%|
2_20_2.wav |9.4%|6.1%|6.1%|3.6%|28.1%|12.1%|27.0%|7.6%|
2_20_3.wav |2.1%|7.3%|3.2%|1.5%|6.6%|4.8%|74.1%|0.3%|
2_20_4.wav |0.5%|0.1%|0.7%|0.4%|0.9%|0.3%|0.1%|97.0%|
2_21_0.wav |1.3%|13.5%|0.8%|1.4%|12.9%|50.2%|3.6%|16.3%|
2_21_1.wav |7.0%|2.5%|0.9%|2.3%|34.6%|22.0%|2.4%|28.2%|
2_21_2.wav |2.4%|4.1%|0.5%|2.4%|27.6%|34.0%|2.7%|26.4%|
2_21_3.wav |2.0%|33.1%|3.5%|1.2%|8.1%|24.3%|26.1%|1.5%|
2_21_4.wav |2.1%|0.3%|0.2%|9.2%|47.9%|4.9%|1.2%|34.4%|
2_22_0.wav |1.4%|13.7%|0.8%|1.1%|10.9%|50.5%|2.5%|19.0%|
2_22_1.wav |69.5%|0.1%|26.7%|0.2%|0.6%|0.1%|0.2%|2.7%|
2_22_2.wav |42.8%|0.6%|2.5%|1.5%|25.7%|4.3%|1.4%|21.2%|
2_22_3.wav |0.8%|3.0%|0.7%|1.1%|8.0%|4.8%|81.5%|0.2%|
2_22_4.wav |4.4%|0.1%|0.7%|3.6%|14.3%|0.9%|0.4%|75.6%|
2_23_0.wav |2.3%|7.6%|1.0%|1.7%|16.4%|32.8%|2.3%|35.7%|
2_23_1.wav |20.2%|0.7%|12.5%|0.9%|4.4%|1.1%|0.6%|59.7%|
2_23_2.wav |1.5%|3.0%|0.4%|2.6%|21.5%|24.0%|1.5%|45.5%|
2_23_3.wav |1.0%|29.5%|1.3%|1.4%|9.7%|39.4%|14.5%|3.3%|
2_23_4.wav |8.6%|0.8%|0.6%|3.3%|38.1%|9.0%|1.4%|38.2%|
2_24_0.wav |1.0%|23.9%|0.8%|1.3%|10.8%|50.6%|7.6%|4.0%|
2_24_1.wav |5.7%|5.2%|1.3%|2.3%|34.0%|31.1%|6.2%|14.2%|
2_24_2.wav |2.4%|10.1%|0.7%|1.9%|24.3%|46.9%|7.6%|6.0%|
2_24_3.wav |0.7%|32.1%|1.2%|1.1%|6.5%|26.3%|31.5%|0.7%|
2_24_4.wav |6.3%|0.8%|9.3%|0.8%|3.4%|1.2%|0.5%|77.7%|
2_25_0.wav |0.5%|32.5%|0.7%|0.8%|4.9%|50.8%|3.3%|6.4%|
2_25_1.wav |26.9%|2.6%|4.2%|1.9%|26.7%|11.3%|3.7%|22.7%|
2_25_2.wav |1.0%|18.4%|0.6%|1.1%|9.5%|56.6%|3.1%|9.7%|
2_25_3.wav |0.4%|39.8%|1.1%|0.6%|3.9%|23.8%|30.0%|0.4%|
2_25_4.wav |1.0%|0.2%|0.4%|1.0%|5.0%|1.1%|0.2%|91.2%|
2_26_0.wav |2.0%|10.3%|0.6%|1.0%|17.0%|53.1%|3.6%|12.2%|
2_26_1.wav |85.7%|0.1%|4.9%|0.5%|4.4%|0.3%|0.5%|3.6%|
2_26_2.wav |0.8%|19.9%|0.6%|0.8%|8.7%|56.1%|3.6%|9.4%|
2_26_3.wav |0.7%|35.9%|1.3%|0.5%|5.3%|32.0%|23.7%|0.7%|
2_26_4.wav |12.1%|0.3%|0.5%|4.7%|53.4%|4.1%|1.9%|23.0%|
2_27_0.wav |3.6%|9.4%|0.9%|1.5%|22.2%|48.4%|4.3%|9.6%|
2_27_1.wav |37.2%|1.9%|2.1%|2.0%|33.5%|11.6%|3.4%|8.3%|
2_27_2.wav |3.6%|2.2%|0.2%|3.7%|55.2%|25.7%|4.6%|4.8%|
2_27_3.wav |0.8%|14.3%|1.7%|0.7%|4.4%|8.4%|69.5%|0.2%|
2_27_4.wav |7.0%|0.6%|0.3%|6.3%|67.6%|6.1%|10.4%|1.6%|
2_28_0.wav |1.2%|15.2%|0.8%|1.4%|11.9%|52.2%|4.0%|13.4%|
2_28_1.wav |23.3%|1.2%|2.0%|1.9%|33.4%|9.5%|2.3%|26.4%|
2_28_2.wav |1.2%|10.4%|0.5%|1.6%|19.5%|53.8%|7.2%|5.7%|
2_28_3.wav |1.6%|16.7%|4.7%|1.1%|7.1%|11.2%|56.7%|0.9%|
2_28_4.wav |37.1%|0.4%|2.3%|5.2%|38.5%|2.7%|5.0%|8.8%|
2_29_0.wav |1.2%|37.8%|2.0%|0.9%|6.3%|39.9%|7.5%|4.4%|
2_29_1.wav |32.5%|5.7%|43.8%|0.7%|4.3%|2.6%|5.2%|5.2%|
2_29_2.wav |12.3%|11.3%|8.0%|1.9%|22.6%|18.5%|15.0%|10.4%|
2_29_3.wav |2.0%|34.3%|5.7%|0.8%|4.9%|13.7%|37.9%|0.6%|
2_29_4.wav |37.5%|1.3%|5.6%|3.6%|29.4%|4.1%|6.7%|11.9%|
2_30_0.wav |1.9%|9.2%|0.6%|1.4%|17.5%|48.1%|2.5%|18.8%|
2_30_1.wav |2.7%|1.7%|0.4%|1.8%|27.7%|20.2%|1.2%|44.2%|
2_30_2.wav |1.6%|2.4%|0.3%|1.9%|24.5%|25.2%|1.3%|42.7%|
2_30_3.wav |1.1%|15.1%|0.6%|1.3%|18.0%|43.2%|19.5%|1.3%|
2_30_4.wav |8.8%|1.9%|7.5%|1.1%|7.2%|3.7%|1.1%|68.7%|
2_31_0.wav |0.4%|33.1%|0.5%|0.7%|5.0%|53.0%|4.6%|2.7%|
2_31_1.wav |24.3%|1.8%|1.5%|2.2%|41.3%|13.2%|3.7%|12.0%|
2_31_2.wav |1.4%|11.4%|0.4%|1.9%|22.1%|51.0%|8.1%|3.6%|
2_31_3.wav |0.5%|17.4%|0.7%|1.0%|7.0%|18.2%|54.9%|0.3%|
2_31_4.wav |5.8%|0.3%|1.8%|1.9%|8.7%|1.2%|0.5%|79.9%|
2_32_0.wav |2.1%|36.1%|3.8%|1.2%|7.3%|33.4%|8.4%|7.6%|
2_32_1.wav |22.8%|2.6%|4.3%|3.2%|31.1%|10.4%|5.6%|19.9%|
2_32_2.wav |4.5%|6.2%|1.7%|3.2%|30.1%|27.3%|7.7%|19.3%|
2_32_3.wav |2.3%|28.1%|3.5%|1.5%|10.7%|27.8%|23.5%|2.7%|
2_32_4.wav |23.4%|1.8%|4.7%|4.0%|35.0%|7.1%|9.5%|14.4%|
2_33_0.wav |1.1%|16.0%|0.9%|1.6%|15.0%|50.6%|8.1%|6.8%|
2_33_1.wav |14.9%|2.1%|2.4%|3.2%|42.1%|12.8%|7.6%|14.9%|
2_33_2.wav |1.6%|13.2%|1.3%|2.1%|20.2%|29.5%|29.9%|2.2%|
2_33_3.wav |0.4%|26.4%|1.8%|0.7%|3.4%|11.8%|55.1%|0.3%|
2_33_4.wav |3.0%|2.1%|1.1%|8.1%|43.7%|9.9%|26.5%|5.7%|
2_34_0.wav |2.5%|40.3%|7.3%|1.3%|6.0%|23.9%|7.3%|11.4%|
2_34_1.wav |52.4%|0.7%|20.1%|1.1%|5.9%|1.0%|1.4%|17.2%|
2_34_2.wav |6.5%|5.0%|1.5%|2.8%|32.5%|26.6%|5.0%|20.2%|
2_34_3.wav |1.9%|31.9%|3.5%|1.2%|8.6%|24.9%|26.3%|1.8%|
2_34_4.wav |5.2%|0.3%|1.1%|2.1%|12.9%|2.0%|0.5%|75.9%|
2_35_0.wav |21.0%|11.1%|19.3%|1.1%|13.1%|10.0%|18.5%|5.9%|
2_35_1.wav |54.3%|1.3%|6.2%|1.5%|20.8%|3.9%|5.3%|6.8%|
2_35_2.wav |15.0%|1.1%|1.3%|2.4%|43.3%|9.1%|3.1%|24.8%|
2_35_3.wav |5.1%|8.2%|2.6%|1.1%|18.7%|14.7%|48.5%|1.0%|
2_35_4.wav |40.9%|0.2%|5.7%|1.6%|12.3%|0.9%|0.9%|37.5%|
2_36_0.wav |1.7%|13.5%|0.9%|2.1%|17.8%|47.4%|5.2%|11.4%|
2_36_1.wav |9.9%|0.4%|0.4%|7.5%|66.8%|4.6%|4.0%|6.4%|
2_36_2.wav |4.5%|11.9%|1.7%|2.2%|24.3%|37.8%|7.4%|10.2%|
2_36_3.wav |1.0%|4.8%|0.5%|3.5%|18.0%|10.4%|61.5%|0.4%|
2_36_4.wav |8.3%|1.7%|17.6%|3.4%|9.5%|2.1%|4.4%|53.0%|
2_37_0.wav |1.1%|18.8%|0.8%|1.1%|9.6%|49.5%|3.1%|15.9%|
2_37_1.wav |7.2%|3.8%|1.6%|1.5%|23.9%|21.2%|2.5%|38.2%|
2_37_2.wav |1.3%|11.4%|1.0%|1.1%|12.5%|40.9%|2.9%|28.9%|
2_37_3.wav |0.3%|57.0%|1.6%|0.4%|2.5%|22.1%|15.2%|0.8%|
2_37_4.wav |12.6%|4.1%|7.2%|2.0%|18.9%|9.5%|4.5%|41.2%|
2_38_0.wav |0.2%|70.1%|1.0%|0.3%|1.1%|22.5%|3.3%|1.5%|
2_38_1.wav |14.9%|1.7%|1.7%|1.8%|27.2%|12.4%|1.6%|38.7%|
2_38_2.wav |1.1%|34.6%|1.7%|1.0%|7.8%|40.9%|8.9%|4.1%|
2_38_3.wav |0.4%|38.0%|3.1%|0.5%|1.8%|7.7%|48.4%|0.2%|
2_38_4.wav |19.0%|3.9%|12.8%|2.1%|17.0%|7.6%|5.0%|32.6%|
2_39_0.wav |1.7%|26.0%|1.6%|0.9%|7.4%|47.2%|3.7%|11.5%|
2_39_1.wav |35.9%|0.7%|1.1%|1.9%|40.3%|6.8%|2.1%|11.2%|
2_39_2.wav |1.1%|7.3%|0.2%|1.4%|20.6%|59.6%|3.5%|6.3%|
2_39_3.wav |0.7%|50.6%|1.4%|0.5%|3.7%|29.5%|12.6%|0.9%|
2_39_4.wav |47.6%|0.7%|9.2%|2.5%|17.9%|1.9%|3.6%|16.5%|
2_40_0.wav |0.7%|16.4%|0.5%|1.1%|11.5%|58.5%|5.8%|5.4%|
2_40_1.wav |4.6%|2.8%|0.7%|2.8%|42.4%|26.7%|4.8%|15.3%|
2_40_2.wav |4.0%|4.0%|0.7%|2.9%|43.7%|26.4%|14.0%|4.3%|
2_40_3.wav |0.9%|16.0%|0.9%|1.4%|12.8%|26.6%|40.6%|0.8%|
2_40_4.wav |21.4%|0.3%|1.2%|8.5%|52.7%|2.3%|7.8%|5.8%|
2_41_0.wav |0.6%|18.9%|0.4%|1.0%|7.8%|57.6%|2.3%|11.4%|
2_41_1.wav |3.1%|3.1%|0.5%|2.0%|25.6%|27.9%|1.5%|36.4%|
2_41_2.wav |0.7%|11.4%|0.4%|1.5%|12.6%|53.3%|2.4%|17.7%|
2_41_3.wav |0.4%|21.6%|0.3%|1.0%|7.9%|60.0%|4.2%|4.6%|
2_41_4.wav |3.5%|4.7%|1.2%|1.7%|23.6%|26.0%|3.1%|36.3%|
2_42_0.wav |0.6%|25.0%|0.4%|0.9%|6.5%|58.3%|2.6%|5.7%|
2_42_1.wav |10.3%|1.1%|0.4%|2.9%|54.0%|15.5%|2.0%|13.8%|
2_42_2.wav |1.0%|8.8%|0.2%|1.7%|19.0%|57.2%|2.9%|9.2%|
2_42_3.wav |0.5%|23.8%|0.3%|1.1%|9.6%|45.6%|18.5%|0.6%|
2_42_4.wav |4.7%|17.7%|3.3%|1.5%|15.9%|34.1%|7.3%|15.6%|
2_43_0.wav |1.3%|23.7%|0.9%|0.9%|8.3%|53.6%|3.6%|7.8%|
2_43_1.wav |14.3%|2.2%|1.3%|1.7%|35.1%|18.7%|2.4%|24.5%|
2_43_2.wav |6.3%|2.6%|0.5%|2.0%|48.4%|28.5%|6.4%|5.4%|
2_43_3.wav |0.7%|33.6%|1.2%|0.6%|5.6%|30.1%|27.5%|0.6%|
2_43_4.wav |62.0%|0.6%|3.9%|2.1%|20.9%|2.0%|5.6%|2.9%|
2_44_0.wav |0.6%|20.2%|0.5%|0.8%|8.4%|58.5%|4.3%|6.6%|
2_44_1.wav |15.4%|2.0%|1.5%|2.4%|46.5%|14.8%|6.6%|10.9%|
2_44_2.wav |5.4%|5.1%|1.0%|1.7%|36.5%|23.0%|25.4%|1.9%|
2_44_3.wav |0.8%|17.1%|0.9%|1.3%|10.9%|24.8%|43.8%|0.5%|
2_44_4.wav |14.9%|0.8%|0.8%|4.1%|55.4%|4.8%|17.5%|1.6%|
2_45_0.wav |1.2%|17.6%|0.8%|1.2%|12.2%|52.4%|4.5%|10.1%|
2_45_1.wav |4.2%|6.7%|0.9%|2.1%|26.3%|38.0%|3.5%|18.3%|
2_45_2.wav |2.5%|2.6%|0.3%|3.0%|52.1%|27.0%|8.8%|3.7%|
2_45_3.wav |0.7%|33.9%|1.5%|0.7%|5.9%|26.5%|30.0%|0.7%|
2_45_4.wav |4.4%|0.2%|5.1%|0.7%|2.3%|0.4%|0.2%|86.6%|
2_46_0.wav |0.5%|38.9%|0.9%|0.7%|4.1%|44.1%|3.4%|7.6%|
2_46_1.wav |20.5%|1.7%|2.4%|2.5%|30.8%|8.9%|2.6%|30.6%|
2_46_2.wav |4.7%|2.8%|0.4%|2.4%|47.1%|30.8%|4.2%|7.6%|
2_46_3.wav |0.6%|34.8%|0.9%|0.8%|6.5%|32.6%|23.1%|0.7%|
2_46_4.wav |33.0%|0.7%|2.0%|5.3%|36.7%|2.4%|18.5%|1.5%|
2_47_0.wav |0.3%|25.2%|0.3%|0.9%|6.2%|59.2%|3.9%|3.9%|
2_47_1.wav |11.2%|4.2%|3.2%|1.8%|24.6%|18.4%|3.8%|32.8%|
2_47_2.wav |0.6%|13.5%|0.3%|1.2%|11.3%|61.4%|3.1%|8.6%|
2_47_3.wav |0.1%|62.0%|1.6%|0.3%|1.0%|10.7%|24.1%|0.2%|
2_47_4.wav |5.9%|9.9%|74.6%|0.3%|0.9%|1.1%|5.8%|1.5%|
2_48_0.wav |1.0%|11.6%|0.4%|1.3%|12.3%|55.8%|2.0%|15.7%|
2_48_1.wav |7.3%|17.6%|7.3%|1.0%|8.2%|22.2%|2.9%|33.5%|
2_48_2.wav |1.2%|0.3%|0.5%|0.8%|5.0%|1.8%|0.2%|90.2%|
2_48_3.wav |0.3%|23.7%|0.3%|0.7%|6.2%|61.6%|4.4%|2.8%|
2_48_4.wav |41.2%|0.6%|10.2%|1.0%|7.8%|1.4%|0.9%|36.8%|
2_49_0.wav |1.6%|6.3%|0.5%|1.6%|16.2%|37.4%|1.3%|35.1%|
2_49_1.wav |25.8%|0.9%|1.8%|1.5%|21.5%|5.9%|0.8%|41.8%|
2_49_2.wav |3.3%|1.1%|0.3%|1.9%|27.0%|13.4%|0.8%|52.2%|
2_49_3.wav |0.8%|10.2%|0.2%|0.9%|16.4%|63.4%|4.3%|3.6%|
2_49_4.wav |3.4%|8.9%|1.2%|1.8%|17.2%|31.9%|2.3%|33.4%|
2_50_0.wav |1.2%|24.6%|1.1%|1.2%|8.4%|49.1%|3.8%|10.7%|
2_50_1.wav |22.6%|2.3%|3.1%|2.2%|30.7%|12.2%|3.7%|23.0%|
2_50_2.wav |2.3%|6.9%|0.5%|2.0%|29.0%|45.4%|7.0%|6.8%|
2_50_3.wav |0.3%|35.1%|0.4%|0.7%|5.1%|47.8%|9.6%|1.0%|
2_50_4.wav |37.5%|1.3%|5.1%|2.7%|32.0%|4.5%|11.5%|5.4%|
3_20_0.wav |3.1%|33.0%|5.3%|1.2%|8.9%|26.3%|19.0%|3.2%|
3_20_1.wav |2.2%|0.3%|96.9%|0.0%|0.0%|0.0%|0.3%|0.2%|
3_20_2.wav |16.2%|1.3%|74.5%|0.5%|1.2%|0.3%|3.5%|2.5%|
3_20_3.wav |2.2%|6.9%|86.4%|0.1%|0.2%|0.3%|3.4%|0.5%|
3_20_4.wav |3.0%|0.8%|94.4%|0.1%|0.1%|0.1%|0.6%|1.0%|
3_21_0.wav |1.3%|14.9%|0.9%|1.8%|14.3%|48.1%|5.6%|13.1%|
3_21_1.wav |9.0%|1.0%|85.9%|0.2%|0.4%|0.2%|0.9%|2.4%|
3_21_2.wav |2.8%|3.8%|88.5%|0.2%|0.3%|0.3%|2.0%|1.9%|
3_21_3.wav |1.4%|52.8%|22.9%|0.5%|1.4%|6.0%|13.3%|1.7%|
3_21_4.wav |2.7%|0.7%|93.3%|0.1%|0.1%|0.1%|0.4%|2.6%|
3_22_0.wav |17.6%|3.5%|2.2%|1.5%|31.9%|21.7%|4.0%|17.4%|
3_22_1.wav |75.6%|0.2%|2.8%|1.4%|14.7%|0.8%|2.3%|2.2%|
3_22_2.wav |57.6%|0.3%|28.1%|0.5%|2.8%|0.3%|0.9%|9.5%|
3_22_3.wav |0.8%|1.0%|97.5%|0.0%|0.0%|0.0%|0.4%|0.2%|
3_22_4.wav |52.1%|0.1%|45.5%|0.2%|0.5%|0.0%|0.4%|1.2%|
3_23_0.wav |1.6%|18.2%|1.8%|1.4%|8.6%|35.9%|2.8%|29.8%|
3_23_1.wav |14.7%|0.6%|77.6%|0.2%|0.5%|0.2%|0.6%|5.6%|
3_23_2.wav |2.6%|1.0%|0.9%|1.6%|12.2%|5.7%|0.7%|75.3%|
3_23_3.wav |2.1%|4.0%|91.4%|0.1%|0.1%|0.2%|1.4%|0.7%|
3_23_4.wav |31.4%|5.4%|11.1%|2.1%|21.0%|8.7%|11.3%|9.2%|
3_24_0.wav |10.8%|16.4%|7.3%|1.7%|17.6%|25.0%|12.2%|9.0%|
3_24_1.wav |17.2%|0.7%|79.0%|0.2%|0.4%|0.1%|1.0%|1.5%|
3_24_2.wav |13.5%|3.1%|73.9%|0.4%|1.1%|0.7%|2.0%|5.2%|
3_24_3.wav |10.2%|10.0%|49.9%|0.8%|3.1%|2.7%|21.5%|1.8%|
3_24_4.wav |13.0%|6.8%|63.2%|0.5%|2.1%|1.5%|11.1%|1.8%|
3_25_0.wav |1.6%|41.1%|4.7%|0.7%|5.5%|30.3%|11.2%|4.9%|
3_25_1.wav |4.3%|0.5%|94.1%|0.1%|0.1%|0.0%|0.4%|0.5%|
3_25_2.wav |8.2%|6.3%|69.8%|0.5%|1.8%|1.2%|9.9%|2.2%|
3_25_3.wav |0.7%|36.8%|54.8%|0.1%|0.2%|0.8%|6.2%|0.3%|
3_25_4.wav |4.2%|0.5%|93.2%|0.1%|0.1%|0.1%|0.3%|1.5%|
3_26_0.wav |1.1%|27.9%|1.2%|0.8%|8.6%|47.4%|9.1%|3.9%|
3_26_1.wav |5.1%|0.7%|91.7%|0.1%|0.2%|0.1%|0.4%|1.8%|
3_26_2.wav |8.8%|12.1%|22.1%|1.1%|7.3%|9.5%|4.9%|34.3%|
3_26_3.wav |0.3%|75.6%|4.1%|0.2%|0.9%|10.4%|7.6%|0.8%|
3_26_4.wav |4.1%|1.4%|86.6%|0.2%|0.4%|0.2%|0.8%|6.2%|
3_27_0.wav |5.8%|28.5%|44.6%|0.5%|2.0%|4.2%|12.9%|1.5%|
3_27_1.wav |3.1%|0.5%|95.6%|0.0%|0.1%|0.0%|0.3%|0.4%|
3_27_2.wav |4.4%|4.0%|88.5%|0.1%|0.2%|0.3%|1.8%|0.7%|
3_27_3.wav |1.9%|16.8%|62.8%|0.2%|0.4%|1.0%|16.6%|0.3%|
3_27_4.wav |3.0%|1.1%|93.8%|0.1%|0.1%|0.1%|0.6%|1.2%|
3_28_0.wav |2.1%|38.4%|18.5%|0.8%|3.4%|10.0%|24.4%|2.4%|
3_28_1.wav |7.1%|6.3%|74.2%|0.4%|1.4%|1.1%|6.6%|2.8%|
3_28_2.wav |23.4%|3.0%|33.4%|1.9%|9.7%|2.8%|7.8%|18.1%|
3_28_3.wav |7.5%|4.7%|24.2%|1.8%|5.5%|1.9%|53.3%|1.1%|
3_28_4.wav |3.5%|7.4%|80.4%|0.3%|0.7%|0.8%|4.7%|2.3%|
3_29_0.wav |5.2%|39.0%|13.8%|1.0%|5.7%|15.9%|16.0%|3.4%|
3_29_1.wav |7.7%|0.5%|90.6%|0.1%|0.1%|0.0%|0.5%|0.5%|
3_29_2.wav |8.6%|2.6%|83.5%|0.2%|0.6%|0.4%|2.4%|1.7%|
3_29_3.wav |1.6%|11.0%|80.1%|0.1%|0.2%|0.3%|6.6%|0.2%|
3_29_4.wav |4.0%|1.0%|92.9%|0.1%|0.1%|0.1%|0.5%|1.3%|
3_30_0.wav |2.0%|4.7%|0.4%|2.0%|33.4%|43.2%|4.3%|10.0%|
3_30_1.wav |16.3%|1.1%|56.9%|0.5%|2.0%|0.6%|1.2%|21.4%|
3_30_2.wav |0.6%|0.2%|0.5%|0.4%|1.5%|0.5%|0.1%|96.2%|
3_30_3.wav |0.9%|65.2%|6.6%|0.3%|1.5%|9.7%|15.4%|0.5%|
3_30_4.wav |5.3%|3.2%|29.6%|0.7%|2.7%|1.9%|1.3%|55.4%|
3_31_0.wav |12.9%|18.1%|18.6%|1.3%|9.8%|10.5%|25.9%|3.1%|
3_31_1.wav |16.0%|0.4%|81.2%|0.2%|0.3%|0.1%|1.0%|0.9%|
3_31_2.wav |28.2%|0.7%|64.3%|0.4%|1.3%|0.2%|2.0%|2.9%|
3_31_3.wav |7.0%|7.3%|52.7%|0.7%|1.8%|1.1%|28.7%|0.7%|
3_31_4.wav |2.6%|1.9%|93.0%|0.1%|0.2%|0.1%|1.3%|0.8%|
3_32_0.wav |38.7%|3.6%|29.1%|1.2%|8.7%|3.3%|8.7%|6.6%|
3_32_1.wav |25.9%|1.9%|58.0%|0.8%|2.7%|0.7%|7.4%|2.6%|
3_32_2.wav |4.2%|3.0%|88.1%|0.2%|0.4%|0.3%|2.7%|1.2%|
3_32_3.wav |2.1%|2.2%|92.8%|0.1%|0.1%|0.1%|2.3%|0.4%|
3_32_4.wav |6.1%|1.4%|85.5%|0.2%|0.4%|0.2%|0.8%|5.4%|
3_33_0.wav |0.8%|32.9%|3.5%|1.0%|4.8%|15.7%|40.6%|0.8%|
3_33_1.wav |4.5%|0.9%|92.8%|0.1%|0.1%|0.1%|1.1%|0.4%|
3_33_2.wav |0.8%|16.5%|7.8%|0.7%|2.3%|3.7%|67.9%|0.3%|
3_33_3.wav |0.5%|54.0%|11.6%|0.4%|0.9%|4.8%|27.4%|0.4%|
3_33_4.wav |2.2%|3.8%|88.8%|0.2%|0.3%|0.3%|3.3%|1.1%|
3_34_0.wav |6.9%|20.9%|50.7%|0.8%|2.4%|3.6%|11.8%|3.0%|
3_34_1.wav |7.1%|0.4%|91.0%|0.1%|0.1%|0.0%|0.4%|0.8%|
3_34_2.wav |10.5%|1.1%|84.7%|0.2%|0.4%|0.2%|1.3%|1.6%|
3_34_3.wav |1.8%|2.7%|93.9%|0.1%|0.1%|0.1%|1.1%|0.3%|
3_34_4.wav |3.1%|0.9%|93.9%|0.1%|0.1%|0.1%|0.5%|1.3%|
3_35_0.wav |5.5%|10.6%|3.4%|2.0%|23.2%|20.7%|30.7%|3.9%|
3_35_1.wav |7.5%|7.7%|75.3%|0.3%|0.9%|0.9%|6.1%|1.3%|
3_35_2.wav |17.6%|6.1%|47.4%|0.8%|4.8%|2.3%|18.1%|3.0%|
3_35_3.wav |3.8%|18.2%|58.3%|0.3%|0.9%|1.4%|16.4%|0.6%|
3_35_4.wav |14.8%|2.5%|67.3%|0.5%|2.0%|0.8%|2.8%|9.4%|
3_36_0.wav |3.9%|33.8%|37.1%|0.6%|2.3%|5.3%|14.8%|2.1%|
3_36_1.wav |1.4%|0.7%|97.3%|0.0%|0.0%|0.0%|0.3%|0.4%|
3_36_2.wav |5.5%|0.5%|91.0%|0.1%|0.1%|0.1%|0.3%|2.4%|
3_36_3.wav |0.9%|6.7%|90.2%|0.1%|0.1%|0.2%|1.6%|0.3%|
3_36_4.wav |2.4%|0.9%|93.8%|0.1%|0.1%|0.1%|0.4%|2.2%|
3_37_0.wav |1.3%|60.4%|19.0%|0.3%|1.2%|7.3%|8.0%|2.5%|
3_37_1.wav |3.2%|0.9%|94.4%|0.1%|0.1%|0.1%|0.7%|0.6%|
3_37_2.wav |4.8%|33.9%|22.9%|0.9%|5.0%|11.5%|13.1%|7.9%|
3_37_3.wav |1.2%|4.5%|92.4%|0.1%|0.1%|0.1%|1.3%|0.4%|
3_37_4.wav |2.3%|1.1%|93.6%|0.1%|0.1%|0.1%|0.5%|2.1%|
3_38_0.wav |0.9%|53.4%|3.0%|0.6%|3.6%|27.8%|7.5%|3.0%|
3_38_1.wav |4.4%|0.6%|93.6%|0.1%|0.1%|0.1%|0.4%|0.7%|
